date,source,source_tx_id,tx_type,asset,amount,fee,fee_asset,counterparty_asset,counterparty_amount,notes
2024-10-23T16:11:14+00:00,kraken,LGCPG6-4FI44-THJY67,fiat_withdrawal,EUR,995.04,1,EUR,,0,Kraken withdrawal (fiat)
2024-10-27T21:21:02+00:00,kraken,L6XW77-PEDCA-R4DSTG,earn_reward,DOT,0.0037969568,0,,,0,Kraken earn reward (crypto)
2024-11-03T21:20:40+00:00,kraken,LR7BEZ-X766B-6FX2SE,earn_reward,DOT,0.0037603749,0,,,0,Kraken earn reward (crypto)
2024-11-04T16:04:54+00:00,binance,,deposit,ETH,0.0001,0,,,0,Binance Deposit
2024-11-04T16:07:36+00:00,binance,,deposit,ETH,1.33,0,,,0,Binance Deposit
2024-11-04T16:52:04+00:00,binance,,sell,ETH,0.015,0,,,0,"Binance Sell Crypto To Fiat (unpaired, via Paymonade - Ref - 2024110415420487673581626368)"
2024-11-04T16:54:40+00:00,binance,,sell,ETH,1.3151,0,,EUR,2939.89,Binance Sell Crypto To Fiat
2024-11-04T16:55:35+00:00,binance,,fiat_withdrawal,EUR,2939.89,0,,,0,Binance Fiat Withdraw
2024-11-10T21:20:55+00:00,kraken,LEVH7N-IBT4R-3227SF,earn_reward,DOT,0.0032803387,0,,,0,Kraken earn reward (crypto)
2024-11-17T21:21:05+00:00,kraken,LV7A3Q-RVAHF-YUB5AX,earn_reward,DOT,0.0041413876,0,,,0,Kraken earn reward (crypto)
2024-11-19T12:10:47+00:00,binance,,deposit,USDC,2105.50944,0,,,0,Binance Deposit
2024-11-19T12:10:47+00:00,binance,,deposit,USDC,0.01,0,,,0,Binance Deposit
2024-11-19T16:57:25+00:00,binance,,swap_out,USDC,499.854,0.12939,SUI,SUI,136.2,Binance Trade
2024-11-19T16:57:25+00:00,binance,,swap_in,SUI,136.2,0,,USDC,499.854,Binance Trade
2024-11-19T16:58:04+00:00,binance,,sell,USDC,1605.71268,1.44153,EUR,EUR,1517.4,Binance Trade
2024-11-19T16:59:33+00:00,binance,,fiat_withdrawal,EUR,1515.96,0,,,0,Binance Fiat Withdraw
